a,theta_rad,speed
0.5,2.9321531433504733,1.5082226679134898
0.5,2.945243112740431,1.5072271788740572
0.5,2.9583330821303884,1.5062958563858935
0.5,2.971423051520346,1.505428713124612
0.5,2.9845130209103035,1.5046257605587563
0.5,2.997602990300261,1.5038870090210388
0.5,3.010692959690218,1.5032124677743077
0.5,3.0237829290801757,1.5026021450723057
0.5,3.036872898470133,1.5020560482151417
0.5,3.0499628678600907,1.5015741835995549
0.5,3.0630528372500483,1.5011565567638208
0.5,3.076142806640006,1.5008031724274922
0.5,3.089232776029963,1.500514034525775
0.5,3.1023227454199205,1.5002891462386607
0.5,3.115412714809878,1.5001285100147506
0.5,3.1285026841998356,1.5000321275898152
0.5,3.141592653589793,1.5000000000000036
2.0,0.0,4.688449124827159
2.0,0.01308996938995747,4.582784509045538
2.0,0.02617993877991494,4.482282620910482
2.0,0.039269908169872414,4.386606862108849
2.0,0.05235987755982988,4.29544862094302
2.0,0.06544984694978735,4.208524517834533
2.0,0.07853981633974483,4.125573960573732
2.0,0.09162978572970229,4.046356970600883
2.0,0.10471975511965977,3.9706522468812224
2.0,0.11780972450961724,3.898255438438234
2.0,0.1308996938995747,3.8289776004611937
2.0,0.14398966328953217,3.762643812202164
2.0,0.15707963267948966,3.699091937709049
2.0,0.17016960206944712,3.638171512875722
2.0,0.18325957145940458,3.579742744387822
2.0,0.19634954084936207,3.523675607951027
2.0,0.20943951023931953,3.4698490347531035
2.0,0.222529479629277,3.4181501764641737
2.0,0.23561944901923448,3.3684737402540534
2.0,0.24870941840919195,3.3207213863246565
2.0,0.2617993877991494,3.27480118134347
2.0,0.2748893571891069,3.2306271019366974
2.0,0.28797932657906433,3.188118583075955
2.0,0.3010692959690218,3.147200106782414
2.0,0.3141592653589793,3.1078008270888446
2.0,0.32724923474893675,3.069854227653302
2.0,0.34033920413889424,3.033297808815938
2.0,0.3534291735288517,2.998072801240859
2.0,0.36651914291880916,2.964123903592615
2.0,0.37960911230876665,2.9313990419698186
2.0,0.39269908169872414,2.89984914905785
2.0,0.4057890510886816,2.8694279611757665
2.0,0.41887902047863906,2.8400918315806294
2.0,0.43196898986859655,2.811799558559464
2.0,0.445058959258554,2.7845122269877365
2.0,0.4581489286485115,2.7581930621649136
2.0,0.47123889803846897,2.73280729485527
2.0,0.4843288674284264,2.708322036567317
2.0,0.4974188368183839,2.6847061641981114
2.0,0.5105088062083414,2.6619302132530933
2.0,0.5235987755982988,2.6399662789264298
2.0,0.5366887449882562,2.618787924394347
2.0,0.5497787143782138,2.598370095733692
2.0,0.5628686837681712,2.57868904293273
2.0,0.5759586531581287,2.5597222465088905
2.0,0.5890486225480862,2.5414483492928426
2.0,0.6021385919380436,2.5238470929771424
2.0,0.6152285613280011,2.506899259063566
2.0,0.6283185307179586,2.490586613875358
2.0,0.6414085001079161,2.4748918573295313
2.0,0.6544984694978735,2.4597985751911366
2.0,0.667588438887831,2.4452911945546774
2.0,0.6806784082777885,2.4313549423198637
2.0,0.6937683776677459,2.417975806448659
2.0,0.7068583470577035,2.405140499808006
2.0,0.7199483164476609,2.3928364264193434
2.0,0.7330382858376183,2.3810516499505425
2.0,0.7461282552275759,2.369774864299565
2.0,0.7592182246175333,2.3589953661314453
2.0,0.7723081940074907,2.3487030292415128
2.0,0.7853981633974483,2.338888280628005
2.0,0.7984881327874057,2.329542078166888
2.0,0.8115781021773631,2.3206558897901104
2.0,0.8246680715673207,2.3122216740768877
2.0,0.8377580409572781,2.304231862174497
